"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"4319","FDO34",17.7,"Low Fat",0.029938936,"Snack Foods",168.7816,"OUT046","Small","Tier 1","Supermarket Type1",2667.58579300603
"4320","FDA55",17.2,"Regular",0.056989027,"Fruits and Vegetables",225.3088,"OUT046","Small","Tier 1","Supermarket Type1",3632.14570261141
"4321","NCM18",13,"Low Fat",0.082826206,"Household",60.8194,"OUT035","Small","Tier 2","Supermarket Type1",1113.00138097929
"4322","FDJ20",NA,"Regular",0.175393386,"Fruits and Vegetables",122.9388,"OUT019","Small","Tier 1","Grocery Store",142.933014044304
"4323","DRQ35",NA,"Low Fat",0.074046871,"Hard Drinks",125.8388,"OUT019","Small","Tier 1","Grocery Store",115.0540651779
"4324","FDG02",7.855,"low fat",0.011251793,"Canned",190.3188,"OUT013","High","Tier 3","Supermarket Type1",3135.19823482823
"4325","NCU29",7.685,"Low Fat",0.025581232,"Health and Hygiene",144.676,"OUT018","Medium","Tier 3","Supermarket Type2",2037.48011194409
"4326","FDL27",NA,"Low Fat",0.010579468,"Meat",63.4826,"OUT027","Medium","Tier 3","Supermarket Type3",2500.65057774788
"4327","NCA54",16.5,"Low Fat",0.036634668,"Household",179.0318,"OUT035","Small","Tier 2","Supermarket Type1",2946.53677542579
"4328","FDJ32",10.695,"Low Fat",0.057781415,"Fruits and Vegetables",62.5536,"OUT035","Small","Tier 2","Supermarket Type1",1211.93883488498
"4329","FDB21",NA,"Low Fat",0.260040407,"Fruits and Vegetables",241.9854,"OUT019","Small","Tier 1","Grocery Store",1950.01262731952
"4330","FDR46",16.85,"Low Fat",0.139391292,"Snack Foods",145.976,"OUT035","Small","Tier 2","Supermarket Type1",2457.1350511348
"4331","FDZ32",7.785,"reg",0.03813275,"Fruits and Vegetables",105.4964,"OUT046","Small","Tier 1","Supermarket Type1",1680.78149772796
"4332","DRF36",16.1,"Low Fat",0.023710661,"Soft Drinks",189.4846,"OUT017",NA,"Tier 2","Supermarket Type1",3100.59600246953
"4333","NCU54",8.88,"Low Fat",0.099180226,"Household",209.827,"OUT017",NA,"Tier 2","Supermarket Type1",3421.74521573884
"4334","NCI31",20,"Low Fat",0.081787178,"Others",34.819,"OUT017",NA,"Tier 2","Supermarket Type1",695.843016709447
"4335","DRA59",8.27,"reg",0.127903741,"Soft Drinks",183.9924,"OUT035","Small","Tier 2","Supermarket Type1",2986.34251818395
"4336","NCC55",10.695,"LF",0,"Household",37.4848,"OUT045",NA,"Tier 2","Supermarket Type1",502.638740002388
"4337","FDE44",14.65,"Low Fat",0.172086213,"Fruits and Vegetables",49.4692,"OUT018","Medium","Tier 3","Supermarket Type2",580.479195059134
"4338","NCN26",10.85,"Low Fat",0.028796724,"Household",115.4808,"OUT018","Medium","Tier 3","Supermarket Type2",1547.6816116336
"4339","FDC11",20.5,"Low Fat",0.142013291,"Starchy Foods",88.2172,"OUT049","Medium","Tier 1","Supermarket Type1",1540.82401863831
"4340","FDV24",5.635,"Low Fat",0,"Baking Goods",149.405,"OUT035","Small","Tier 2","Supermarket Type1",2542.31500919343
"4341","FDR40",NA,"reg",0.014067174,"Frozen Foods",80.0618,"OUT019","Small","Tier 1","Grocery Store",-684.495341588173
"4342","NCQ17",10.3,"Low Fat",0.117114354,"Health and Hygiene",157.763,"OUT049","Medium","Tier 1","Supermarket Type1",2610.36092549208
"4343","FDC46",17.7,"Low Fat",0.116778835,"Snack Foods",185.0266,"OUT045",NA,"Tier 2","Supermarket Type1",2844.39121626008
"4344","NCM18",13,"Low Fat",0.08284187,"Household",63.0194,"OUT046","Small","Tier 1","Supermarket Type1",1004.30318831112
"4345","FDK16",9.065,"Low Fat",0.115329787,"Frozen Foods",97.1094,"OUT046","Small","Tier 1","Supermarket Type1",1552.88534247474
"4346","FDI28",14.3,"Low Fat",0.026470587,"Frozen Foods",80.8302,"OUT017",NA,"Tier 2","Supermarket Type1",1349.31828983385
"4347","FDS11",7.05,"Regular",0.055784831,"Breads",224.5088,"OUT018","Medium","Tier 3","Supermarket Type2",3333.48191695921
"4348","DRD13",15,"Low Fat",0.049079463,"Soft Drinks",65.2168,"OUT046","Small","Tier 1","Supermarket Type1",1043.91267144293
"4349","FDL36",15.1,"Low Fat",0.0760611,"Baking Goods",88.783,"OUT035","Small","Tier 2","Supermarket Type1",1580.70240065784
"4350","FDI27",8.71,"Regular",0.045948045,"Dairy",47.2744,"OUT013","High","Tier 3","Supermarket Type1",834.86319667327
"4351","FDJ53",NA,"LF",0.124763406,"Frozen Foods",119.0098,"OUT019","Small","Tier 1","Grocery Store",-43.0028736971208
"4352","FDS44",12.65,"Regular",0,"Fruits and Vegetables",240.7538,"OUT045",NA,"Tier 2","Supermarket Type1",3805.11871002466
"4353","FDE28",9.5,"reg",0.132546993,"Frozen Foods",230.3668,"OUT046","Small","Tier 1","Supermarket Type1",3564.22752944889
"4354","FDQ33",13.35,"Low Fat",0.091578701,"Snack Foods",151.5708,"OUT018","Medium","Tier 3","Supermarket Type2",2130.57228639809
"4355","FDB37",20.25,"Regular",0.023070588,"Baking Goods",238.6538,"OUT017",NA,"Tier 2","Supermarket Type1",3862.67381738966
"4356","FDQ31",5.785,"Regular",0.053956419,"Fruits and Vegetables",86.0856,"OUT045",NA,"Tier 2","Supermarket Type1",1410.46559624176
"4357","NCQ05",11.395,"Low Fat",0.021606087,"Health and Hygiene",150.0708,"OUT046","Small","Tier 1","Supermarket Type1",2391.77111056759
"4358","FDE10",6.67,"Regular",0.089873267,"Snack Foods",130.4626,"OUT013","High","Tier 3","Supermarket Type1",2164.16656704033
"4359","FDF38",11.8,"Regular",0.026507096,"Canned",39.8138,"OUT017",NA,"Tier 2","Supermarket Type1",809.305146018223
"4360","FDE50",NA,"Regular",0.028373995,"Canned",187.0556,"OUT019","Small","Tier 1","Grocery Store",1138.73069999379
"4361","DRG37",16.2,"Low Fat",0.032435523,"Soft Drinks",154.9972,"OUT010",NA,"Tier 3","Grocery Store",509.744916106966
"4362","NCH06",12.3,"Low Fat",0.076673407,"Household",248.346,"OUT049","Medium","Tier 1","Supermarket Type1",3987.31079017966
"4363","FDY14",10.3,"Low Fat",0.070182238,"Dairy",264.6226,"OUT045",NA,"Tier 2","Supermarket Type1",4066.97265123441
"4364","FDO27",6.175,"Regular",0.180090411,"Meat",95.2752,"OUT017",NA,"Tier 2","Supermarket Type1",1659.88901019079
"4365","FDQ19",7.35,"Regular",0.014387462,"Fruits and Vegetables",241.4512,"OUT049","Medium","Tier 1","Supermarket Type1",3998.86460218463
"4366","FDZ26",NA,"Regular",0.252155886,"Dairy",237.6222,"OUT019","Small","Tier 1","Grocery Store",1849.53922731104
"4367","FDN51",17.85,"Regular",0.020929396,"Meat",260.5936,"OUT013","High","Tier 3","Supermarket Type1",4181.70261646631
"4368","FDK20",12.6,"Regular",0,"Fruits and Vegetables",121.9072,"OUT035","Small","Tier 2","Supermarket Type1",2174.193231232
"4369","FDD40",20.25,"Regular",0.014853619,"Dairy",192.8162,"OUT018","Medium","Tier 3","Supermarket Type2",2770.99973914225
"4370","DRI25",19.6,"Low Fat",0.034039542,"Soft Drinks",57.0614,"OUT018","Medium","Tier 3","Supermarket Type2",630.90353751854
"4371","FDH56",9.8,"Regular",0.064178182,"Fruits and Vegetables",115.7492,"OUT017",NA,"Tier 2","Supermarket Type1",2000.45814908934
"4372","FDI36",NA,"Regular",0.062041531,"Baking Goods",196.8426,"OUT027","Medium","Tier 3","Supermarket Type3",4613.71789981245
"4373","DRH11",5.98,"Low Fat",0.075865756,"Hard Drinks",56.6614,"OUT018","Medium","Tier 3","Supermarket Type2",675.413291639093
"4374","NCV18",6.775,"LF",0.105841179,"Household",83.325,"OUT017",NA,"Tier 2","Supermarket Type1",1424.05548054305
"4375","DRI01",7.97,"Low Fat",0.034506514,"Soft Drinks",172.6422,"OUT049","Medium","Tier 1","Supermarket Type1",2826.25577671348
"4376","DRE48",8.43,"LF",0.017352667,"Soft Drinks",198.7768,"OUT049","Medium","Tier 1","Supermarket Type1",3199.74122279427
"4377","FDS51",13.35,"Low Fat",0.032174409,"Meat",60.4194,"OUT035","Small","Tier 2","Supermarket Type1",1144.95958603818
"4378","FDM38",5.885,"Regular",0.093296061,"Canned",50.5982,"OUT017",NA,"Tier 2","Supermarket Type1",988.388879648408
"4379","FDB60",NA,"Low Fat",0.02838397,"Baking Goods",193.3136,"OUT027","Medium","Tier 3","Supermarket Type3",4515.42907913283
"4380","FDY58",11.65,"Low Fat",0.039911033,"Snack Foods",228.9694,"OUT035","Small","Tier 2","Supermarket Type1",3758.91372830579
"4381","FDY22",16.5,"Regular",0.160044589,"Snack Foods",143.4128,"OUT045",NA,"Tier 2","Supermarket Type1",2240.80807621718
"4382","FDF11",NA,"Regular",0,"Starchy Foods",238.3538,"OUT027","Medium","Tier 3","Supermarket Type3",5286.91485629469
"4383","FDZ51",11.3,"Regular",0.054542505,"Meat",97.2094,"OUT035","Small","Tier 2","Supermarket Type1",1763.46865411986
"4384","FDQ45",9.5,"Regular",0.010978804,"Snack Foods",182.1608,"OUT017",NA,"Tier 2","Supermarket Type1",3057.65894440353
"4385","FDF17",5.19,"Low Fat",0.042612828,"Frozen Foods",196.411,"OUT035","Small","Tier 2","Supermarket Type1",3248.9617484845
"4386","NCF31",NA,"Low Fat",0.051596351,"Household",152.1024,"OUT027","Medium","Tier 3","Supermarket Type3",3836.75549132163
"4387","FDA37",7.81,"Regular",0.055180797,"Canned",125.2046,"OUT013","High","Tier 3","Supermarket Type1",2116.59707368805
"4388","FDO51",6.785,"Regular",0,"Meat",43.4112,"OUT046","Small","Tier 1","Supermarket Type1",791.622641288711
"4389","FDF34",9.3,"Regular",0.014007727,"Snack Foods",198.1084,"OUT013","High","Tier 3","Supermarket Type1",3212.1995896249
"4390","FDD57",18.1,"Low Fat",0.022490839,"Fruits and Vegetables",96.0094,"OUT018","Medium","Tier 3","Supermarket Type2",1298.41583039837
"4391","FDO37",8.06,"Low Fat",0.021376678,"Breakfast",229.3326,"OUT046","Small","Tier 1","Supermarket Type1",3642.77820027221
"4392","FDR49",8.71,"Low Fat",0.139444875,"Canned",49.8376,"OUT049","Medium","Tier 1","Supermarket Type1",966.2770856274
"4393","FDS39",6.895,"Low Fat",0.022495495,"Meat",142.0812,"OUT049","Medium","Tier 1","Supermarket Type1",2382.21647146528
"4394","FDI48",NA,"Regular",0.05544858,"Baking Goods",52.3666,"OUT027","Medium","Tier 3","Supermarket Type3",2364.50896562753
"4395","DRM35",9.695,"Low Fat",0.070554078,"Hard Drinks",178.9344,"OUT049","Medium","Tier 1","Supermarket Type1",2945.86628728878
"4396","FDV57",15.25,"Regular",0.065884096,"Snack Foods",181.566,"OUT035","Small","Tier 2","Supermarket Type1",3056.11156797604
"4397","FDZ55",6.055,"Low Fat",0.025387558,"Fruits and Vegetables",161.592,"OUT013","High","Tier 3","Supermarket Type1",2649.72821618929
"4398","FDI28",14.3,"Low Fat",0.026316724,"Frozen Foods",78.1302,"OUT035","Small","Tier 2","Supermarket Type1",1390.46945665529
"4399","FDS21",19.85,"Regular",0.020918489,"Snack Foods",63.3194,"OUT045",NA,"Tier 2","Supermarket Type1",987.677771719606
"4400","FDT34",9.3,"Low Fat",0,"Snack Foods",106.3964,"OUT013","High","Tier 3","Supermarket Type1",1742.62506128798
"4401","DRI25",19.6,"Low Fat",0.033895032,"Soft Drinks",54.7614,"OUT035","Small","Tier 2","Supermarket Type1",1015.3866258507
"4402","FDT47",5.26,"Regular",0.041022765,"Breads",95.2068,"OUT010",NA,"Tier 3","Grocery Store",-299.534204511052
"4403","DRH39",20.7,"Low Fat",0.092878183,"Dairy",75.167,"OUT045",NA,"Tier 2","Supermarket Type1",1126.60169143125
"4404","NCD54",21.1,"Low Fat",0.029067775,"Household",144.7786,"OUT045",NA,"Tier 2","Supermarket Type1",2185.5958413848
"4405","FDU16",NA,"Regular",0.057992904,"Frozen Foods",84.8908,"OUT027","Medium","Tier 3","Supermarket Type3",2845.0974361846
"4406","NCW29",14,"Low Fat",0.028921492,"Health and Hygiene",129.631,"OUT045",NA,"Tier 2","Supermarket Type1",1992.58271313501
"4407","FDV25",NA,"Low Fat",0.04543117,"Canned",221.1456,"OUT027","Medium","Tier 3","Supermarket Type3",4975.56623299796
"4408","FDM56",16.7,"Low Fat",0.070178316,"Fruits and Vegetables",109.6912,"OUT035","Small","Tier 2","Supermarket Type1",1934.33401238713
"4409","FDZ04",NA,"Low Fat",0.037771295,"Frozen Foods",64.951,"OUT027","Medium","Tier 3","Supermarket Type3",2497.19076196566
"4410","FDG59",NA,"Low Fat",0.075698157,"Starchy Foods",37.2164,"OUT019","Small","Tier 1","Grocery Store",-1240.79228836555
"4411","FDI56",7.325,"Low Fat",0.093574769,"Fruits and Vegetables",90.3146,"OUT045",NA,"Tier 2","Supermarket Type1",1431.44977640589
"4412","FDS33",6.67,"Regular",0.123405255,"Snack Foods",88.4514,"OUT035","Small","Tier 2","Supermarket Type1",1622.88901161952
"4413","FDC23",18,"Low Fat",0.017934042,"Starchy Foods",175.7686,"OUT049","Medium","Tier 1","Supermarket Type1",2908.43963939976
"4414","FDT11",5.94,"Regular",0.029418033,"Breads",185.8556,"OUT049","Medium","Tier 1","Supermarket Type1",3108.0007426987
"4415","FDG17",6.865,"Regular",0.035912897,"Frozen Foods",244.8486,"OUT045",NA,"Tier 2","Supermarket Type1",3822.70779324607
"4416","FDZ44",8.185,"Low Fat",0.038807601,"Fruits and Vegetables",117.7808,"OUT045",NA,"Tier 2","Supermarket Type1",1885.89223049705
"4417","FDJ52",7.145,"Low Fat",0.017772062,"Frozen Foods",160.9578,"OUT013","High","Tier 3","Supermarket Type1",2580.67673204314
"4418","DRI23",18.85,"Low Fat",0.137196951,"Hard Drinks",159.4578,"OUT046","Small","Tier 1","Supermarket Type1",2528.56199735493
"4419","DRE15",13.35,"Low Fat",0.029769107,"Dairy",77.6012,"OUT010",NA,"Tier 3","Grocery Store",-674.976777046174
"4420","NCF07",9,"Low Fat",0.031995886,"Household",101.6016,"OUT013","High","Tier 3","Supermarket Type1",1642.72635915678
"4421","NCR29",7.565,"Low Fat",0.054725828,"Health and Hygiene",56.293,"OUT049","Medium","Tier 1","Supermarket Type1",1035.99857051491
"4422","FDE44",NA,"Low Fat",0.300078353,"Fruits and Vegetables",48.1692,"OUT019","Small","Tier 1","Grocery Store",-1061.84843606691
"4423","FDT23",7.72,"Regular",0.074717347,"Breads",79.6986,"OUT035","Small","Tier 2","Supermarket Type1",1498.29423932239
"4424","NCG06",16.35,"Low Fat",0.029611916,"Household",259.0646,"OUT017",NA,"Tier 2","Supermarket Type1",4109.47968425039
"4425","NCU41",18.85,"Low Fat",0.087129095,"Health and Hygiene",191.7846,"OUT010",NA,"Tier 3","Grocery Store",1126.03394876049
"4426","FDH46",6.935,"Regular",0.041515796,"Snack Foods",102.8332,"OUT017",NA,"Tier 2","Supermarket Type1",1763.08182486812
"4427","FDV31",9.8,"Low Fat",0.106628515,"Fruits and Vegetables",177.737,"OUT013","High","Tier 3","Supermarket Type1",2893.95556042387
"4428","NCT41",NA,"Low Fat",0,"Health and Hygiene",153.7024,"OUT027","Medium","Tier 3","Supermarket Type3",3898.58246821428
"4429","FDE22",NA,"Low Fat",0.029429602,"Snack Foods",160.392,"OUT027","Medium","Tier 3","Supermarket Type3",3990.33419755962
"4430","FDC26",10.195,"Low Fat",0.126639402,"Canned",109.5886,"OUT045",NA,"Tier 2","Supermarket Type1",1720.73639442475
"4431","DRF51",15.75,"LF",0.166776273,"Dairy",36.5506,"OUT017",NA,"Tier 2","Supermarket Type1",674.280269310372
"4432","NCY53",NA,"Low Fat",0.102393277,"Health and Hygiene",113.1544,"OUT019","Small","Tier 1","Grocery Store",-94.4968669442238
"4433","FDY21",15.1,"Low Fat",0.174462585,"Snack Foods",197.711,"OUT017",NA,"Tier 2","Supermarket Type1",3247.18340485381
"4434","FDL27",6.17,"LF",0.010622102,"Meat",64.5826,"OUT013","High","Tier 3","Supermarket Type1",1078.205623144
"4435","FDZ34",6.695,"Low Fat",0.07599649,"Starchy Foods",194.182,"OUT049","Medium","Tier 1","Supermarket Type1",3216.49349545672
"4436","NCF43",8.51,"Low Fat",0.0869468,"Household",144.347,"OUT010",NA,"Tier 3","Grocery Store",349.334786804529
"4437","FDC21",14.6,"Regular",0.042950697,"Fruits and Vegetables",108.4254,"OUT035","Small","Tier 2","Supermarket Type1",1960.53785458416
"4438","FDL26",18,"Low Fat",0.073131911,"Canned",156.0972,"OUT013","High","Tier 3","Supermarket Type1",2536.254093974
"4439","FDT25",7.5,"Low Fat",0.08494673,"Canned",120.5072,"OUT010",NA,"Tier 3","Grocery Store",70.9276419029386
"4440","NCR30",20.6,"Low Fat",0,"Household",74.9696,"OUT046","Small","Tier 1","Supermarket Type1",1175.92763830605
"4441","DRL23",NA,"Low Fat",0.026795874,"Hard Drinks",105.8938,"OUT019","Small","Tier 1","Grocery Store",-195.038816488262
"4442","NCR05",10.1,"Low Fat",0.054715771,"Health and Hygiene",197.8084,"OUT049","Medium","Tier 1","Supermarket Type1",3234.1111616877
"4443","NCE19",8.97,"Low Fat",0.093393523,"Household",54.0956,"OUT018","Medium","Tier 3","Supermarket Type2",595.683911134067
"4444","FDY07",11.8,"Low Fat",0,"Fruits and Vegetables",44.1402,"OUT035","Small","Tier 2","Supermarket Type1",923.210897768023
"4445","FDB10",10,"Low Fat",0,"Snack Foods",235.559,"OUT017",NA,"Tier 2","Supermarket Type1",3846.01158265203
"4446","FDP57",17.5,"Low Fat",0.052400475,"Snack Foods",105.099,"OUT013","High","Tier 3","Supermarket Type1",1706.8924128154
"4447","FDU48",NA,"Low Fat",0.096925504,"Baking Goods",131.3284,"OUT019","Small","Tier 1","Grocery Store",199.444593366386
"4448","FDH48",13.5,"Low Fat",0.060468922,"Baking Goods",85.254,"OUT035","Small","Tier 2","Supermarket Type1",1528.79933546147
"4449","FDO33",14.75,"Low Fat",0.089305571,"Snack Foods",115.5518,"OUT035","Small","Tier 2","Supermarket Type1",1987.51212977023
"4450","NCU29",7.685,"Low Fat",0.025529117,"Health and Hygiene",147.876,"OUT045",NA,"Tier 2","Supermarket Type1",2288.56060864539
"4451","FDW35",10.6,"Low Fat",0.011089224,"Breads",41.8454,"OUT046","Small","Tier 1","Supermarket Type1",718.717403476454
"4452","FDH05",14.35,"Regular",0.152170799,"Frozen Foods",231.9984,"OUT010",NA,"Tier 3","Grocery Store",1783.61127357958
"4453","FDP26",7.785,"Low Fat",0,"Dairy",104.4306,"OUT049","Medium","Tier 1","Supermarket Type1",1750.93857360313
"4454","DRG27",8.895,"Low Fat",0.105090817,"Dairy",41.5138,"OUT035","Small","Tier 2","Supermarket Type1",815.605033843152
"4455","FDQ33",13.35,"Low Fat",0.091207161,"Snack Foods",151.8708,"OUT046","Small","Tier 1","Supermarket Type1",2412.58382778526
"4456","FDH20",16.1,"Regular",0.041759701,"Fruits and Vegetables",98.041,"OUT010",NA,"Tier 3","Grocery Store",-276.369863113533
"4457","FDV14",19.85,"Low Fat",0.044497478,"Dairy",89.7856,"OUT046","Small","Tier 1","Supermarket Type1",1403.33236636798
"4458","DRD01",12.1,"Regular",0.061175535,"Soft Drinks",54.8614,"OUT046","Small","Tier 1","Supermarket Type1",930.137974574425
"4459","NCI17",8.645,"Low Fat",0,"Health and Hygiene",96.441,"OUT049","Medium","Tier 1","Supermarket Type1",1658.92072798136
"4460","FDF39",14.85,"Regular",0.032657896,"Dairy",263.191,"OUT010",NA,"Tier 3","Grocery Store",2224.59905665917
"4461","FDX37",16.2,"Low Fat",0.063029339,"Canned",100.47,"OUT046","Small","Tier 1","Supermarket Type1",1643.48723027361
"4462","NCX17",21.25,"Low Fat",0.113581951,"Health and Hygiene",234.93,"OUT035","Small","Tier 2","Supermarket Type1",3837.01404344428
"4463","FDN03",9.8,"Regular",0.015077408,"Meat",250.9408,"OUT013","High","Tier 3","Supermarket Type1",4046.69352025341
"4464","NCS41",12.85,"Low Fat",0.089454322,"Health and Hygiene",183.2608,"OUT010",NA,"Tier 3","Grocery Store",976.199276924118
"4465","FDH34",8.63,"Low Fat",0.031158308,"Snack Foods",184.2582,"OUT045",NA,"Tier 2","Supermarket Type1",2849.61474009895
"4466","NCX53",20.1,"LF",0.014998688,"Health and Hygiene",142.6154,"OUT018","Medium","Tier 3","Supermarket Type2",1949.41064047223
"4467","FDY31",5.98,"Low Fat",0.043562851,"Fruits and Vegetables",147.9418,"OUT046","Small","Tier 1","Supermarket Type1",2407.13276735638
"4468","FDD20",14.15,"Low Fat",0.020831693,"Fruits and Vegetables",126.4046,"OUT017",NA,"Tier 2","Supermarket Type1",2180.73038480621
"4469","FDE51",5.925,"Regular",0.096662969,"Dairy",45.3086,"OUT045",NA,"Tier 2","Supermarket Type1",703.214701286103
"4470","FDV27",7.97,"Regular",0.03999003,"Meat",86.8514,"OUT046","Small","Tier 1","Supermarket Type1",1465.59426309667
"4471","FDF16",7.3,"Low Fat",0.086116086,"Frozen Foods",148.4076,"OUT035","Small","Tier 2","Supermarket Type1",2497.7135225696
"4472","FDZ02",6.905,"Regular",0.038206735,"Dairy",96.1726,"OUT049","Medium","Tier 1","Supermarket Type1",1665.98600375487
"4473","NCK05",20.1,"Low Fat",0.077611332,"Health and Hygiene",63.0536,"OUT045",NA,"Tier 2","Supermarket Type1",944.640348301965
"4474","FDM12",NA,"Regular",0.069578418,"Baking Goods",190.2214,"OUT027","Medium","Tier 3","Supermarket Type3",4511.30292169533
"4475","NCA05",20.75,"Low Fat",0.025233003,"Health and Hygiene",150.1734,"OUT018","Medium","Tier 3","Supermarket Type2",2098.30178891614
"4476","FDX33",9.195,"Regular",0.117723097,"Snack Foods",159.5578,"OUT045",NA,"Tier 2","Supermarket Type1",2505.97183263675
"4477","FDM25",10.695,"Regular",0,"Breakfast",176.1712,"OUT049","Medium","Tier 1","Supermarket Type1",2948.94546837023
"4478","FDE41",9.195,"Regular",0.064274939,"Frozen Foods",85.8566,"OUT018","Medium","Tier 3","Supermarket Type2",1142.05867408754
"4479","FDW14",8.3,"reg",0.038289031,"Dairy",88.4198,"OUT045",NA,"Tier 2","Supermarket Type1",1265.68085061229
"4480","NCD30",19.7,"Low Fat",0.026849263,"Household",95.8726,"OUT046","Small","Tier 1","Supermarket Type1",1503.02180532741
"4481","FDB23",19.2,"Regular",0.009354173,"Starchy Foods",226.0062,"OUT010",NA,"Tier 3","Grocery Store",1732.39610703465
"4482","FDF45",18.2,"Regular",0.012204712,"Fruits and Vegetables",60.1904,"OUT046","Small","Tier 1","Supermarket Type1",1059.91655672623
"4483","FDW20",20.75,"Low Fat",0.024286028,"Fruits and Vegetables",124.873,"OUT017",NA,"Tier 2","Supermarket Type1",2079.80868539703
"4484","FDF47",20.85,"Low Fat",0.097816206,"Starchy Foods",222.7746,"OUT045",NA,"Tier 2","Supermarket Type1",3461.9161861603
"4485","NCR05",NA,"low fat",0.095651539,"Health and Hygiene",200.4084,"OUT019","Small","Tier 1","Grocery Store",1313.52378708647
"4486","DRB01",7.39,"Low Fat",0.082239384,"Soft Drinks",187.753,"OUT046","Small","Tier 1","Supermarket Type1",2965.80508689536
"4487","FDE36",5.26,"Regular",0.041737624,"Baking Goods",164.4868,"OUT013","High","Tier 3","Supermarket Type1",2707.03268991875
"4488","FDU56",16.85,"Low Fat",0.044483108,"Fruits and Vegetables",184.2266,"OUT049","Medium","Tier 1","Supermarket Type1",3048.14249774727
"4489","FDB23",19.2,"Regular",0.00559729,"Starchy Foods",224.8062,"OUT049","Medium","Tier 1","Supermarket Type1",3711.44460459009
"4490","FDN48",13.35,"Low Fat",0.065051711,"Baking Goods",91.1804,"OUT049","Medium","Tier 1","Supermarket Type1",1575.16638914636
"4491","FDS43",11.65,"Low Fat",0.040481173,"Fruits and Vegetables",188.024,"OUT013","High","Tier 3","Supermarket Type1",3050.58413062971
"4492","NCN05",8.235,"Low Fat",0.014447639,"Health and Hygiene",183.895,"OUT013","High","Tier 3","Supermarket Type1",2954.53678427026
"4493","NCL53",7.5,"Low Fat",0.036291254,"Health and Hygiene",176.2028,"OUT049","Medium","Tier 1","Supermarket Type1",2902.71133422709
"4494","FDL56",14.1,"Low Fat",0.125780608,"Fruits and Vegetables",86.9198,"OUT046","Small","Tier 1","Supermarket Type1",1441.84188182056
"4495","FDH17",16.2,"Regular",0.016721179,"Frozen Foods",96.1726,"OUT018","Medium","Tier 3","Supermarket Type2",1289.37150825188
"4496","FDP37",15.6,"Low Fat",0.143105952,"Breakfast",126.7994,"OUT046","Small","Tier 1","Supermarket Type1",2032.39739967767
"4497","FDG09",NA,"Regular",0.083930246,"Fruits and Vegetables",188.9556,"OUT019","Small","Tier 1","Grocery Store",1166.6775916038
"4498","FDA55",17.2,"Regular",0.057104603,"Fruits and Vegetables",223.1088,"OUT045",NA,"Tier 2","Supermarket Type1",3521.82492495486
"4499","FDX31",20.35,"Regular",0.014848655,"Fruits and Vegetables",234.3958,"OUT049","Medium","Tier 1","Supermarket Type1",3864.40483843733
"4500","FDJ41",6.85,"LF",0.022929688,"Frozen Foods",261.4594,"OUT045",NA,"Tier 2","Supermarket Type1",4006.91070257589
"4501","DRC24",17.85,"Low Fat",0.024871616,"Soft Drinks",155.7998,"OUT045",NA,"Tier 2","Supermarket Type1",2372.50918000761
"4502","FDQ21",21.25,"Low Fat",0.01941956,"Snack Foods",122.5756,"OUT035","Small","Tier 2","Supermarket Type1",2084.53337876718
"4503","NCT54",8.695,"Low Fat",0.119778027,"Household",93.9094,"OUT045",NA,"Tier 2","Supermarket Type1",1417.2383527169
"4504","FDH08",7.51,"Low Fat",0.017456177,"Fruits and Vegetables",230.101,"OUT049","Medium","Tier 1","Supermarket Type1",3779.94806787267
"4505","FDY38",13.6,"Regular",0.119661905,"Dairy",233.63,"OUT018","Medium","Tier 3","Supermarket Type2",3418.93216345477
"4506","DRM11",6.57,"Low Fat",0.110586928,"Hard Drinks",261.0278,"OUT010",NA,"Tier 3","Grocery Store",2203.45892623203
"4507","FDG32",19.85,"Low Fat",0.176269152,"Fruits and Vegetables",221.6772,"OUT049","Medium","Tier 1","Supermarket Type1",3625.43744974363
"4508","NCH18",9.3,"LF",0.04466123,"Household",245.2802,"OUT046","Small","Tier 1","Supermarket Type1",3816.02691657245
"4509","FDI20",19.1,"Low Fat",0.038556468,"Fruits and Vegetables",211.2586,"OUT035","Small","Tier 2","Supermarket Type1",3510.84727940622
"4510","FDA33",6.48,"Low Fat",0.034037991,"Snack Foods",147.2076,"OUT018","Medium","Tier 3","Supermarket Type2",2075.668609665
"4511","FDN45",19.35,"Low Fat",0.118004487,"Snack Foods",223.3088,"OUT013","High","Tier 3","Supermarket Type1",3543.51358565794
"4512","FDT45",15.85,"Low Fat",0.095930954,"Snack Foods",56.0956,"OUT010",NA,"Tier 3","Grocery Store",-1012.51949275141
"4513","FDR32",6.78,"Regular",0.085791732,"Fruits and Vegetables",228.9694,"OUT035","Small","Tier 2","Supermarket Type1",3851.81634757866
"4514","FDA48",12.1,"Low Fat",0.115523835,"Baking Goods",220.8114,"OUT017",NA,"Tier 2","Supermarket Type1",3623.0155160719
"4515","FDN23",6.575,"Regular",0.075934861,"Breads",144.8444,"OUT017",NA,"Tier 2","Supermarket Type1",2495.95705195193
"4516","NCR18",15.85,"Low Fat",0.020483751,"Household",43.2112,"OUT035","Small","Tier 2","Supermarket Type1",833.501433806026
"4517","FDD45",8.615,"Low Fat",0.116248965,"Fruits and Vegetables",94.1436,"OUT046","Small","Tier 1","Supermarket Type1",1564.6844084336
