"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"5219","DRL11",10.5,"Low Fat","Hard Drinks",158.3946,"OUT017",2007,"High","Tier 2","Supermarket Type1",3012.97775898236
"5220","FDY46",18.6,"Low Fat","Snack Foods",188.7898,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3502.67780700687
"5221","FDG17",6.865,"Regular","Frozen Foods",243.1486,"OUT013",1987,"High","Tier 3","Supermarket Type1",5029.67868046315
"5222","FDE52",10.395,"Regular","Dairy",88.5514,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1740.63151446594
"5223","DRP47",15.1544170571445,"Low Fat","Hard Drinks",251.5382,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5181.44696219403
"5224","FDO01",21.1,"Regular","Breakfast",127.7994,"OUT010",1998,"Small","Tier 3","Grocery Store",-276.423361613509
"5225","FDL09",19.6,"Regular","Snack Foods",169.6816,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1657.34395133966
"5226","FDR57",5.675,"Regular","Snack Foods",157.7288,"OUT013",1987,"High","Tier 3","Supermarket Type1",2074.12934651567
"5227","DRD37",9.8,"Low Fat","Soft Drinks",48.006,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1351.36145827841
"5228","FDQ36",8.26490882733622,"Regular","Baking Goods",39.0848,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2359.17644668016
"5229","FDL33",7.235,"Low Fat","Snack Foods",196.7452,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2479.13392319758
"5230","FDL48",19.35,"Regular","Baking Goods",49.7034,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",490.88138198418
"5231","FDL28",10,"Regular","Frozen Foods",230.9668,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2202.54331913315
"5232","NCN29",15.2,"Low Fat","Health and Hygiene",47.5034,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1046.76744470395
"5233","FDO13",7.865,"Low Fat","Breakfast",165.9526,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2293.3921944177
"5234","FDB38",19.5,"Regular","Canned",161.792,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2442.75874076652
"5235","FDI36",12.5,"Regular","Baking Goods",196.3426,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3266.13840779254
"5236","FDI58",7.64,"Regular","Snack Foods",91.412,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1596.06224086613
"5237","FDH22",6.405,"Low Fat","Snack Foods",128.9678,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1629.34698748535
"5238","FDQ27",5.19,"Regular","Meat",104.999,"OUT013",1987,"High","Tier 3","Supermarket Type1",2186.57353827101
"5239","FDT33",7.81,"Regular","Snack Foods",166.1158,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2354.32815383637
"5240","FDC56",7.72,"Low Fat","Fruits and Vegetables",119.144,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2167.46395414179
"5241","FDF14",7.55,"low fat","Canned",154.834,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2417.35623789238
"5242","FDQ39",14.8,"Low Fat","Meat",192.2846,"OUT017",2007,"High","Tier 2","Supermarket Type1",3877.6067810318
"5243","NCM43",14.5,"Low Fat","Others",164.621,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2707.60508679064
"5244","FDS46",17.6,"Regular","Snack Foods",120.0782,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2192.30902136371
"5245","FDI22",12.6,"Low Fat","Snack Foods",207.4612,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3670.88176415647
"5246","NCE43",12.5,"Low Fat","Household",170.4448,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2869.58669049103
"5247","FDZ36",6.035,"Regular","Baking Goods",186.124,"OUT010",1998,"Small","Tier 3","Grocery Store",1657.91259482782
"5248","FDR13",13.0778584352892,"Regular","Canned",115.8492,"OUT019",1985,"Small","Tier 1","Grocery Store",-687.089388197636
"5249","FDP46",15.35,"Low Fat","Snack Foods",89.383,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1580.37089641423
"5250","FDW56",12.8832847260468,"Low Fat","Fruits and Vegetables",191.8162,"OUT019",1985,"Small","Tier 1","Grocery Store",2672.12055032145
"5251","FDB40",17.5,"Regular","Dairy",145.5102,"OUT017",2007,"High","Tier 2","Supermarket Type1",2770.21455595505
"5252","FDM28",15.7,"Low Fat","Frozen Foods",178.866,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1990.76109697433
"5253","FDV49",10,"Low Fat","Canned",264.6226,"OUT013",1987,"High","Tier 3","Supermarket Type1",4428.81662123888
"5254","NCS53",14.5,"Low Fat","Health and Hygiene",156.8604,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2104.91813401485
"5255","FDO03",10.395,"Regular","Meat",228.8352,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5162.06424909732
"5256","FDT15",12.15,"Regular","Meat",183.595,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2747.56719994
"5257","FDD33",12.85,"Low Fat","Fruits and Vegetables",230.6642,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4089.04137608641
"5258","FDX13",7.725,"Low Fat","Canned",250.9092,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4570.14318237803
"5259","FDH60",19.7,"Regular","Baking Goods",197.311,"OUT013",1987,"High","Tier 3","Supermarket Type1",3148.60058178965
"5260","DRH51",17.6,"Low Fat","Dairy",86.1856,"OUT046",1997,"Small","Tier 1","Supermarket Type1",961.014479350473
"5261","NCL07",13.85,"Low Fat","Others",41.948,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",650.705324483478
"5262","FDW51",6.155,"Regular","Meat",213.856,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",3219.81821005505
"5263","FDF21",13.6406467943241,"Regular","Fruits and Vegetables",187.953,"OUT019",1985,"Small","Tier 1","Grocery Store",1829.11692521533
"5264","FDH26",14.1729230791168,"Regular","Canned",140.1496,"OUT019",1985,"Small","Tier 1","Grocery Store",-49.0769459468536
"5265","FDJ03",12.35,"Regular","Dairy",50.2692,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1274.03865961014
"5266","FDU35",6.44,"Low Fat","Breads",97.97,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2079.94902441249
"5267","DRL01",19.5,"Regular","Soft Drinks",231.8958,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4241.1096112704
"5268","FDE59",12.15,"Low Fat","Starchy Foods",36.7532,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",734.151841198812
"5269","FDI60",7.22,"Regular","Baking Goods",63.951,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1290.19964773901
"5270","DRH39",20.7,"LF","Dairy",77.267,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1554.62260413917
"5271","FDK36",7.09,"Low Fat","Baking Goods",49.3034,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",577.223420502867
"5272","FDN52",9.395,"Regular","Frozen Foods",85.2198,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",157.063250909295
"5273","FDU12",15.5,"Regular","Baking Goods",263.1568,"OUT017",2007,"High","Tier 2","Supermarket Type1",3745.68049703049
"5274","NCT05",10.5812941178396,"Low Fat","Health and Hygiene",255.8672,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5061.0991744028
"5275","FDS37",12.0911077046336,"Low Fat","Canned",117.2492,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3112.36506216048
"5276","FDK24",9.195,"Low Fat","Baking Goods",46.4744,"OUT017",2007,"High","Tier 2","Supermarket Type1",988.248577272746
"5277","DRF36",16.1,"Low Fat","Soft Drinks",191.5846,"OUT013",1987,"High","Tier 3","Supermarket Type1",4667.05246057719
"5278","FDN46",7.21,"Regular","Snack Foods",101.2332,"OUT010",1998,"Small","Tier 3","Grocery Store",181.197258633279
"5279","NCN06",8.39,"Low Fat","Household",162.3868,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2705.06739272164
"5280","FDD59",10.5,"Regular","Starchy Foods",80.696,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1360.50797572968
"5281","FDM14",13.8,"LF","Canned",109.5254,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1431.39315735216
"5282","FDO10",13.65,"Regular","Snack Foods",56.3588,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",840.799690451558
"5283","FDU35",6.44,"Low Fat","Breads",98.17,"OUT013",1987,"High","Tier 3","Supermarket Type1",2016.47330042339
"5284","NCA30",19,"Low Fat","Household",188.7872,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2368.4209473328
"5285","NCO41",12.5,"Low Fat","Health and Hygiene",97.3384,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1916.28120316593
"5286","FDI24",10.3,"Low Fat","Baking Goods",175.837,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3645.32872081139
"5287","FDZ16",16.85,"Regular","Frozen Foods",192.7478,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3825.90282927074
"5288","FDV47",17.1,"Low Fat","Breads",82.7566,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1501.49424670944
"5289","FDV16",7.75,"Regular","Frozen Foods",34.5558,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",695.64589056663
"5290","FDZ22",9.395,"Low Fat","Snack Foods",81.925,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1464.07584175778
"5291","FDO20",12.85,"Regular","Fruits and Vegetables",254.0382,"OUT010",1998,"Small","Tier 3","Grocery Store",1760.6722502184
"5292","FDW38",5.325,"Regular","Dairy",55.6298,"OUT013",1987,"High","Tier 3","Supermarket Type1",1061.03854898202
"5293","FDW52",14,"Regular","Frozen Foods",164.0526,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",3208.65565063636
"5294","FDT43",11.7485449998235,"Low Fat","Fruits and Vegetables",51.2324,"OUT019",1985,"Small","Tier 1","Grocery Store",-900.896997747367
"5295","NCS29",9,"Low Fat","Health and Hygiene",264.6884,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",3507.57513974336
"5296","NCC31",8.02,"Low Fat","Household",154.5972,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2425.19169617906
"5297","FDA21",13.65,"LF","Snack Foods",186.6924,"OUT017",2007,"High","Tier 2","Supermarket Type1",3921.03104422577
"5298","FDQ55",13.65,"Regular","Fruits and Vegetables",116.1834,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2058.50730983185
"5299","NCE54",20.7,"Low Fat","Household",75.9354,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1598.82911078179
"5300","FDD45",8.615,"Low Fat","Fruits and Vegetables",93.8436,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1590.68776346858
"5301","NCP17",19.35,"Low Fat","Health and Hygiene",63.8168,"OUT017",2007,"High","Tier 2","Supermarket Type1",1221.47652623702
"5302","FDR47",17.85,"LF","Breads",193.1794,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3070.7197333352
"5303","DRM35",9.695,"Low Fat","Hard Drinks",177.3344,"OUT013",1987,"High","Tier 3","Supermarket Type1",3721.70545084304
"5304","FDR47",12.9391440483268,"LF","Breads",194.2794,"OUT019",1985,"Small","Tier 1","Grocery Store",1097.57489665542
"5305","FDX19",19.1,"Low Fat","Fruits and Vegetables",233.9958,"OUT010",1998,"Medium","Tier 3","Grocery Store",1468.38316055771
"5306","FDV22",11.764752517301,"Regular","Snack Foods",156.263,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4363.4846917266
"5307","FDQ46",11.4334291319912,"low fat","Snack Foods",111.2544,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3235.2964790919
"5308","DRO47",10.195,"low fat","Hard Drinks",112.286,"OUT045",2002,"High","Tier 2","Supermarket Type1",1843.14993968361
"5309","FDB44",6.655,"Low Fat","Fruits and Vegetables",210.6586,"OUT010",1998,"Small","Tier 3","Grocery Store",1355.50995482132
"5310","FDN02",16.5,"Low Fat","Canned",205.1638,"OUT010",1998,"Medium","Tier 3","Grocery Store",1485.62446270368
"5311","FDW10",21.2,"Low Fat","Snack Foods",174.537,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",3848.18020346052
"5312","FDJ41",14.851053033204,"Low Fat","Frozen Foods",262.5594,"OUT019",1985,"Small","Tier 1","Grocery Store",1472.95445119445
"5313","FDM50",13,"Regular","Canned",58.322,"OUT046",1997,"Small","Tier 1","Supermarket Type1",790.215058255825
"5314","FDW10",21.2,"Low Fat","Snack Foods",177.037,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4078.13132955129
"5315","FDY48",14,"Low Fat","Baking Goods",102.2332,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1869.80637346341
"5316","NCE30",15.0860012588819,"Low Fat","Household",212.9902,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3855.23126068338
"5317","FDO04",16.6,"Low Fat","Frozen Foods",56.7614,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",468.576213313131
"5318","FDQ26",13.5,"Regular","Dairy",57.9562,"OUT010",1998,"Small","Tier 3","Grocery Store",-1124.01096956984
"5319","NCX29",10,"Low Fat","Health and Hygiene",146.1102,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2118.12407408065
"5320","FDE39",7.89,"Low Fat","Dairy",117.7782,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2664.17886530337
"5321","NCR54",16.5752296742052,"Low Fat","Household",194.811,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3923.62851746989
"5322","NCP55",14.5164541843921,"Low Fat","Others",56.8614,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2602.87821469682
"5323","FDX22",6.785,"Regular","Snack Foods",211.2928,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3726.80544239964
"5324","FDI05",8.35,"reg","Frozen Foods",74.0354,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1541.51659981491
"5325","FDC51",10.6000242264961,"Regular","Dairy",124.873,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3528.36965545026
"5326","FDC10",9.8,"Regular","Snack Foods",119.2098,"OUT013",1987,"High","Tier 3","Supermarket Type1",1185.3224842424
"5327","FDJ46",11.1,"Low Fat","Snack Foods",174.3054,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2724.19191945956
"5328","FDV10",7.645,"Regular","Snack Foods",44.2112,"OUT010",1998,"Medium","Tier 3","Grocery Store",-952.679173113759
"5329","FDX12",15.2678414452377,"reg","Baking Goods",242.5196,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5433.1096284148
"5330","FDL43",12.6038555038446,"Low Fat","Meat",77.867,"OUT019",1985,"Small","Tier 1","Grocery Store",-874.680487769262
"5331","DRB13",6.115,"Regular","Soft Drinks",189.053,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2730.93439954729
"5332","FDF59",14.442445456077,"Low Fat","Starchy Foods",128.002,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2776.15576721264
"5333","FDT35",19.85,"Regular","Breads",167.8816,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1770.42661383318
"5334","NCJ19",18.6,"Low Fat","Others",58.3588,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1598.26092016003
"5335","FDT35",19.85,"Regular","Breads",169.6816,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1401.45388172277
"5336","FDI48",11.85,"Regular","Baking Goods",49.6666,"OUT046",1997,"Small","Tier 1","Supermarket Type1",611.588296939843
"5337","DRC24",12.7321346568286,"Low Fat","Soft Drinks",152.2998,"OUT019",1985,"Small","Tier 1","Grocery Store",1435.13179520135
"5338","NCZ05",8.485,"Low Fat","Health and Hygiene",102.899,"OUT017",2007,"High","Tier 2","Supermarket Type1",1436.60789921583
"5339","FDJ57",7.42,"Regular","Seafood",185.3582,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3728.81863923612
"5340","FDX11",16,"Regular","Baking Goods",182.5634,"OUT017",2007,"High","Tier 2","Supermarket Type1",3294.56741542944
"5341","FDE09",8.775,"Low Fat","Fruits and Vegetables",110.8228,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1643.79957911443
"5342","NCK06",5.03,"Low Fat","Household",120.2756,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1508.22824714929
"5343","DRE37",13.5,"Low Fat","Soft Drinks",189.9872,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2387.92794219717
"5344","FDV56",16.1,"Regular","Fruits and Vegetables",106.0596,"OUT046",1997,"Small","Tier 1","Supermarket Type1",483.950690642084
"5345","FDY43",14.85,"Low Fat","Fruits and Vegetables",167.2474,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1052.04606884778
"5346","FDV35",19.5,"Low Fat","Breads",153.6314,"OUT013",1987,"High","Tier 3","Supermarket Type1",3143.98915345685
"5347","FDF05",13.2346151142496,"Low Fat","Frozen Foods",261.691,"OUT019",1985,"Small","Tier 1","Grocery Store",2556.45261114958
"5348","FDA36",5.985,"Low Fat","Baking Goods",183.4924,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2338.60290017383
"5349","FDS13",12.3317359047374,"Low Fat","Canned",263.0884,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4543.71961088401
"5350","FDU47",12.8,"Regular","Breads",141.9838,"OUT013",1987,"High","Tier 3","Supermarket Type1",1847.36809090146
"5351","FDI36",12.5,"Regular","Baking Goods",195.8426,"OUT010",1998,"Small","Tier 3","Grocery Store",1223.98081209604
"5352","FDH48",13.5,"Low Fat","Baking Goods",86.454,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1454.24237386131
"5353","FDZ14",7.71,"Regular","Dairy",121.5756,"OUT013",1987,"High","Tier 3","Supermarket Type1",2098.73628540279
"5354","FDS46",17.6,"Regular","Snack Foods",121.0782,"OUT013",1987,"High","Tier 3","Supermarket Type1",2065.75517145154
"5355","FDE21",12.8,"Low Fat","Fruits and Vegetables",117.8492,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1897.85760599427
"5356","FDA26",7.855,"Regular","Dairy",220.5482,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3561.14804863701
"5357","FDV12",16.7,"Regular","Baking Goods",99.9384,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2265.58638218054
"5358","FDL46",12.3274404496308,"Low Fat","Snack Foods",115.9466,"OUT019",1985,"Small","Tier 1","Grocery Store",-482.575323429477
"5359","FDN57",18.25,"Low Fat","Snack Foods",143.0154,"OUT013",1987,"High","Tier 3","Supermarket Type1",2525.20197995028
"5360","NCJ18",12.35,"Low Fat","Household",117.6124,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2222.89708498207
"5361","FDO36",19.7,"Low Fat","Baking Goods",179.666,"OUT045",2002,"High","Tier 2","Supermarket Type1",2625.63620041618
"5362","FDX55",15.1,"Low Fat","Fruits and Vegetables",215.8166,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3102.5774658934
"5363","FDT25",14.8849008367586,"LF","Canned",123.3072,"OUT019",1985,"Small","Tier 1","Grocery Store",50.3468584858487
"5364","FDD16",20.5,"Low Fat","Frozen Foods",74.7696,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1759.97017637979
"5365","NCX18",14.15,"Low Fat","Household",196.111,"OUT013",1987,"High","Tier 3","Supermarket Type1",3010.10846077998
"5366","NCG55",16.25,"Low Fat","Household",114.6176,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2088.73639437852
"5367","NCV18",6.775,"Low Fat","Household",83.225,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2871.90887655941
"5368","NCS18",12.65,"Low Fat","Household",107.6938,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2349.72638363196
"5369","FDC37",15.5,"Low Fat","Baking Goods",107.0938,"OUT045",2002,"High","Tier 2","Supermarket Type1",2425.55304242434
"5370","FDE47",14.15,"Low Fat","Starchy Foods",124.0046,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1849.54944943481
"5371","DRG49",11.9708932000567,"Low Fat","Soft Drinks",245.6486,"OUT019",1985,"Small","Tier 1","Grocery Store",1943.73840996863
"5372","FDC39",7.405,"Low Fat","Dairy",206.9296,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3600.28646470916
"5373","FDH24",13.8899037039863,"Low Fat","Baking Goods",159.1288,"OUT019",1985,"Small","Tier 1","Grocery Store",654.568591251449
"5374","FDV39",14.6949539764929,"Low Fat","Meat",198.3426,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4431.88277586385
"5375","NCL17",7.39,"Low Fat","Health and Hygiene",143.0812,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2643.4392477346
"5376","NCY53",20,"Low Fat","Health and Hygiene",113.3544,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2000.23135842521
"5377","FDH52",9.42,"Regular","Frozen Foods",63.4194,"OUT013",1987,"High","Tier 3","Supermarket Type1",1073.5986737562
"5378","NCD19",8.93,"Low Fat","Household",53.7614,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",671.740247726137
"5379","FDI44",16.1,"Low Fat","Fruits and Vegetables",76.3328,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1088.34811116746
"5380","DRD49",11.4335372214749,"Low Fat","Soft Drinks",237.9564,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5025.85460510626
"5381","FDN08",7.72,"Regular","Fruits and Vegetables",119.0466,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2200.78183801725
"5382","FDO20",10.9602496630325,"Regular","Fruits and Vegetables",253.0382,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5113.7813282148
"5383","FDY02",8.945,"Regular","Dairy",261.791,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3642.27697176305
"5384","FDX23",6.445,"Low Fat","Baking Goods",93.4436,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1133.23962453881
"5385","FDX01",10.1,"Low Fat","Canned",115.915,"OUT017",2007,"High","Tier 2","Supermarket Type1",1694.75321704628
"5386","FDH20",12.6735668503025,"Regular","Fruits and Vegetables",96.641,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3179.77008557936
"5387","NCX41",19,"Low Fat","Health and Hygiene",211.7244,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3140.13693812032
"5388","FDD21",12.5974879648921,"Regular","Fruits and Vegetables",115.2176,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4005.38019660586
"5389","DRH11",11.2678904650923,"Low Fat","Hard Drinks",54.4614,"OUT019",1985,"Small","Tier 1","Grocery Store",-1370.97004457593
"5390","DRE60",9.395,"Low Fat","Soft Drinks",225.472,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4037.69410078661
"5391","FDB10",10,"Low Fat","Snack Foods",237.259,"OUT013",1987,"High","Tier 3","Supermarket Type1",2257.88918551067
"5392","FDH38",6.425,"Low Fat","Canned",117.7808,"OUT013",1987,"High","Tier 3","Supermarket Type1",2400.4541072459
"5393","NCL07",13.85,"Low Fat","Others",38.648,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",281.274465408458
"5394","FDD48",10.395,"Low Fat","Baking Goods",113.5176,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2147.90886582787
"5395","NCT54",13.1230447130834,"Low Fat","Household",93.4094,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2401.93729032471
"5396","FDF32",13.6727357479974,"Low Fat","Fruits and Vegetables",198.6426,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3739.46552016079
"5397","DRH51",17.6,"Low Fat","Dairy",88.0856,"OUT045",2002,"High","Tier 2","Supermarket Type1",956.028036059665
"5398","DRG03",14.5,"Low Fat","Dairy",155.4998,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3076.13779610984
"5399","NCY42",12.0302785097101,"Low Fat","Household",142.947,"OUT019",1985,"Small","Tier 1","Grocery Store",623.552291697792
"5400","FDH32",12.8,"Low Fat","Fruits and Vegetables",94.941,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2025.05272835288
"5401","NCJ06",13.8119211488962,"Low Fat","Household",120.6782,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3298.82533707208
"5402","FDH47",9.1892685385412,"Regular","Starchy Foods",96.8068,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3275.28582572074
"5403","FDZ08",12.5,"Regular","Fruits and Vegetables",81.9592,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",747.15608213168
"5404","FDK16",9.065,"LF","Frozen Foods",95.6094,"OUT017",2007,"High","Tier 2","Supermarket Type1",2037.09339699271
"5405","DRG01",14.8,"Low Fat","Soft Drinks",75.867,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",983.91375136737
"5406","NCM53",14.162727251587,"Low Fat","Health and Hygiene",105.128,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3122.26782832566
"5407","NCB07",19.2,"Low Fat","Household",197.011,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3449.13095308154
"5408","NCZ06",19.6,"Low Fat","Household",253.2698,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3467.14103145042
"5409","FDU48",18.85,"Low Fat","Baking Goods",130.6284,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1310.26322359814
"5410","NCB55",12.428437848174,"Low Fat","Household",59.2562,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2223.40090406458
"5411","FDP15",15.2,"Low Fat","Meat",258.233,"OUT013",1987,"High","Tier 3","Supermarket Type1",5476.11410765041
"5412","FDF17",5.19,"Low Fat","Frozen Foods",196.011,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3171.03542463734
"5413","NCN06",8.39,"Low Fat","Household",164.9868,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2862.53089580875
"5414","DRM48",15.2,"Low Fat","Soft Drinks",38.1848,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",216.796393658922
"5415","FDH10",21,"low fat","Snack Foods",191.7478,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2399.99446365682
"5416","FDC60",5.425,"Regular","Baking Goods",88.1514,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1825.0088990364
"5417","FDE35",7.06,"Regular","Starchy Foods",58.2904,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",602.408591984812
"5418","DRI23",18.85,"Low Fat","Hard Drinks",162.3578,"OUT013",1987,"High","Tier 3","Supermarket Type1",2455.35294566402
"5419","NCR38",17.25,"Low Fat","Household",253.5724,"OUT013",1987,"High","Tier 3","Supermarket Type1",4049.64359171195
"5420","FDP04",15.35,"Low Fat","Frozen Foods",62.4168,"OUT035",2004,"Small","Tier 2","Supermarket Type1",895.626607157788
"5421","NCW17",18,"Low Fat","Health and Hygiene",130.2994,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2641.5074851883
"5422","FDX34",6.195,"Low Fat","Snack Foods",122.2098,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2566.70973306848
"5423","NCK53",11.6,"Low Fat","Health and Hygiene",98.1042,"OUT045",2002,"High","Tier 2","Supermarket Type1",2193.39423163623
"5424","NCO54",19.5,"Low Fat","Household",55.7614,"OUT010",1998,"Small","Tier 3","Grocery Store",-749.191433168088
